Date,Temperature_C,Precipitation_mm,NDVI,NDWI,Temp_mean_7d,Precip_sum_7d,NDVI_mean_7d,Temp_mean_30d,Precip_sum_30d,NDVI_mean_30d,Precip_lag_10d,Temp_lag_10d,Precip_lag_20d,Temp_lag_20d,Precip_lag_30d,Temp_lag_30d,Is_Stressed
2023-02-02,6.607352002947096,0.0030287349383402,0.5332396253776116,-0.5591625687735025,5.659461136862676,18.101128079235654,0.5365439143638321,8.280699138625202,69.68712195022802,0.5015555266028061,0.0008612871056357,6.111998862346646,0.0022253462035424,11.273694475673866,0.2229992721717774,10.081119081142914,1
2023-02-03,7.7303241351178835,3.351055028784366e-05,0.5269238235003539,-0.5542219325158578,5.982270632029385,3.878650145493894,0.5346975743853039,8.160083274679554,69.68147266475741,0.5048243792204776,1.5675911920558063,4.252953289119354,0.0008690903204997,10.50592061205374,0.0056827960208868,11.348800053487317,0
2023-02-04,8.10235981734961,0.0,0.5206080216230963,-0.5492812962582133,6.566609387690726,0.27978625812786995,0.5321063240903205,8.044236549882207,69.67816390173795,0.5077061499095091,0.3157118803559021,4.789907393322064,0.0085306108502219,9.72710278440677,0.0033087630194624,11.57776156127,0
2023-02-05,9.190732703560824,0.0020374982020208,0.5142922197458385,-0.5443406600005687,7.26642167283078,0.24526227128380693,0.5287701634788823,8.000939294299018,69.67925682570576,0.5102008386699008,2.5476713081341154,4.375584526159093,0.9723044953619256,8.729057582826128,0.0009445742342148,10.489650371056507,0
2023-02-06,9.26276766265018,0.002041845728934,0.5079764178685808,-0.5394000237429242,7.751449861599317,0.012537330705512743,0.5246890925509893,7.990654414907387,69.67602725810401,0.5123084455016526,14.22251144429205,5.470657668950925,21.73835764849237,8.738391570462557,0.0052714133306912,9.571314044399127,0
2023-02-07,8.222204169547616,0.1574936713767478,0.5016606159913232,-0.5344593874852795,7.93348399529413,0.16744774859064285,0.5198631113066413,7.934471702866905,66.84062936940673,0.5140289704047645,3.5988638873660244,4.011988527720225,7.712123070959405,8.111113820549194,2.9928915600740273,9.907685530762048,0
2023-02-08,8.238370832292814,0.0692292024111331,0.4977197094196696,-0.5298860290936084,8.193444474780861,0.23386446320746374,0.514631490503782,7.804695034593342,58.63961962912506,0.5154415765560898,0.0365614850460838,4.292046707580446,0.018754737909551,6.182169226532392,8.270238942692798,12.131670880499708,0
2023-02-09,9.82759531618077,0.0110974292491853,0.4937788028480161,-0.5253126707019373,8.653479233814243,0.24193315751830885,0.5089942301424112,7.703418963095032,58.64465073887989,0.5165462639556289,0.2347667863072282,5.867570341270424,0.1019593379703825,6.436779487163378,0.0060663194943582,12.865877461130092,0
2023-02-10,9.654568630927123,0.0106537614046724,0.4898378962763626,-0.5207393123102662,8.928371304644134,0.2525534083726934,0.5036962405389839,7.6630895623360225,58.198276263276604,0.5173430326033814,0.0025832534916177,6.947965233683927,4.455686138684114,9.89420402953948,0.4570282370079565,10.864450653697425,0
2023-02-11,10.558590433251794,0.0056958196701644,0.4858969897047091,-0.5161659539185951,9.27926139263016,0.2582492280428578,0.4987375216935,7.633673516872906,58.17879655973483,0.5178318824993476,0.0028124877943122,6.418647475885697,0.3767395975025555,9.47758618711518,0.0251755232119378,11.441071797145252,0
2023-02-12,10.704682549629537,0.7776921032039263,0.4819560831330556,-0.5115925955269239,9.495539942068547,1.0339038330447634,0.49411807360595955,7.614706452671428,58.954263316735215,0.5180128136435274,0.0030287349383402,6.607352002947096,0.0008612871056357,6.111998862346646,0.0022253462035424,11.273694475673866,0
2023-02-13,11.909628898678854,0.0011030954259042,0.4780151765614021,-0.5070192371352528,9.87366297578693,1.0329650827417336,0.4898378962763626,7.661496728892266,58.95449732184062,0.5178366286580165,3.351055028784366e-05,7.7303241351178835,1.5675911920558063,4.252953289119354,0.0008690903204997,10.50592061205374,0
2023-02-14,11.736100954439232,0.6433180410194558,0.4740742699897485,-0.5024458787435817,10.375648230771446,1.5187894523844416,0.4858969897047091,7.728463334560015,59.58928475200985,0.5173033275428147,0.0,8.10235981734961,0.3157118803559021,4.789907393322064,0.0085306108502219,9.72710278440677,0
2023-02-15,11.872004497809588,0.2850292646257913,0.4701333634180951,-0.4978725203519105,10.894738754416698,1.7345895145990997,0.48195608313305566,7.83322823172613,58.90200952127372,0.5164129102979222,0.0020374982020208,9.190732703560824,2.5476713081341154,4.375584526159093,0.9723044953619256,8.729057582826128,0
2023-02-16,12.788218227900936,0.1292392096424121,0.4661924568464415,-0.4932991619602394,11.31768488466244,1.8527312949923267,0.478015176561402,7.9682224536407436,37.29289108242376,0.5151653769233391,0.002041845728934,9.26276766265018,14.22251144429205,5.470657668950925,21.73835764849237,8.738391570462557,0
2023-02-17,12.837520726521843,2.9390390137679705,0.462251550274788,-0.4887258035685683,11.772392326890255,4.781116547355625,0.47407426998974855,8.125769350506497,32.519807025232325,0.5135607274190652,0.1574936713767478,8.222204169547616,3.5988638873660244,4.011988527720225,7.712123070959405,8.111113820549194,0
2023-02-18,14.414706476226137,0.0045375555426477,0.4583106437031345,-0.4841524451768972,12.32326604731516,4.779958283228108,0.47013336341809503,8.400187258829623,32.50558984286542,0.5115989617851006,0.0692292024111331,8.238370832292814,0.0365614850460838,4.292046707580446,0.018754737909551,6.182169226532392,0
2023-02-19,14.9894353492873,0.0041881299869372,0.454369737131481,-0.4795790867852261,12.935373590123413,4.00645431001112,0.46619245684644156,8.685275787567086,32.40781863488198,0.5092800800214452,0.0110974292491853,9.82759531618077,0.2347667863072282,5.867570341270424,0.1019593379703825,6.436779487163378,0
